V1 V2 V3 V4
6606 chr13 52930575 52930815 cell1_MACS_peak_12447
5104 chr13 53405078 53405453 cell1_MACS_peak_12453
7951 chr13 53816002 53816276 cell1_MACS_peak_12454
4442 chr13 54578449 54578837 cell1_MACS_peak_12458
7508 chr1 55418636 55418920 cell1_MACS_peak_1246
3786 chr13 55211443 55211922 cell1_MACS_peak_12467
5333 chr13 56921106 56921531 cell1_MACS_peak_12475
8266 chr13 58630616 58630852 cell1_MACS_peak_12486
7863 chr13 58889054 58889352 cell1_MACS_peak_12488
5521 chr13 59317121 59317556 cell1_MACS_peak_12489
5793 chr13 59616078 59616289 cell1_MACS_peak_12493
2613 chr13 59930126 59930446 cell1_MACS_peak_12495
5344 chr13 60204217 60204415 cell1_MACS_peak_12501
2277 chr13 60239865 60240273 cell1_MACS_peak_12502
7500 chr13 60534804 60535153 cell1_MACS_peak_12504
7703 chr13 60596712 60596969 cell1_MACS_peak_12506
1563 chr13 61066379 61066744 cell1_MACS_peak_12510
9357 chr13 61116595 61116992 cell1_MACS_peak_12511
587 chr13 61371253 61371592 cell1_MACS_peak_12515
7885 chr13 61506053 61506386 cell1_MACS_peak_12517
3358 chr13 61950815 61951291 cell1_MACS_peak_12519
2473 chr13 61980377 61980878 cell1_MACS_peak_12520
3260 chr13 63045688 63046024 cell1_MACS_peak_12530
1786 chr13 63148897 63149329 cell1_MACS_peak_12532
9580 chr13 63579807 63580097 cell1_MACS_peak_12535
7483 chr13 64200042 64200329 cell1_MACS_peak_12539
609 chr13 64847882 64848210 cell1_MACS_peak_12545
3623 chr13 65125816 65126317 cell1_MACS_peak_12546
2351 chr13 66253442 66253814 cell1_MACS_peak_12552
4193 chr13 67136283 67136514 cell1_MACS_peak_12560
5468 chr13 67373369 67373788 cell1_MACS_peak_12563
8788 chr13 67436593 67436964 cell1_MACS_peak_12565
591 chr1 55796889 55797234 cell1_MACS_peak_1257
7087 chr13 67693713 67694005 cell1_MACS_peak_12570
4333 chr13 67745064 67745313 cell1_MACS_peak_12571
7864 chr13 67857580 67858363 cell1_MACS_peak_12572
3837 chr13 67882038 67882501 cell1_MACS_peak_12574
5546 chr13 68287604 68287978 cell1_MACS_peak_12576
9578 chr13 68943879 68944315 cell1_MACS_peak_12586
1835 chr13 69317411 69317615 cell1_MACS_peak_12590
6215 chr13 69871037 69871544 cell1_MACS_peak_12596
1940 chr13 70762699 70763056 cell1_MACS_peak_12606
7719 chr13 71094324 71094869 cell1_MACS_peak_12614
9031 chr13 72430686 72431088 cell1_MACS_peak_12628
155 chr13 72964885 72965449 cell1_MACS_peak_12637
7683 chr13 72980326 72980640 cell1_MACS_peak_12638
4965 chr13 73212255 73212667 cell1_MACS_peak_12642
4149 chr13 73397235 73397692 cell1_MACS_peak_12644
9756 chr13 73630254 73630755 cell1_MACS_peak_12648
8523 chr13 73720503 73720748 cell1_MACS_peak_12650
229 chr13 73784227 73785001 cell1_MACS_peak_12653
6013 chr13 73985617 73985962 cell1_MACS_peak_12655
4696 chr13 74003812 74004242 cell1_MACS_peak_12656
5122 chr13 74175814 74176194 cell1_MACS_peak_12660
4911 chr13 74378292 74378724 cell1_MACS_peak_12663
638 chr13 74582175 74582648 cell1_MACS_peak_12668
413 chr13 74688231 74688603 cell1_MACS_peak_12670
2617 chr13 74761699 74762108 cell1_MACS_peak_12673
185 chr13 74780053 74780540 cell1_MACS_peak_12674
3366 chr13 74861165 74862260 cell1_MACS_peak_12675
5968 chr13 74864421 74865001 cell1_MACS_peak_12676
3361 chr13 75265276 75265612 cell1_MACS_peak_12682
4303 chr13 75415215 75415634 cell1_MACS_peak_12685
195 chr13 75453121 75453510 cell1_MACS_peak_12686
6109 chr13 75974903 75975431 cell1_MACS_peak_12692
6915 chr13 76104614 76105165 cell1_MACS_peak_12698
9510 chr13 76236809 76237153 cell1_MACS_peak_12703
4330 chr13 76334220 76335237 cell1_MACS_peak_12704
9414 chr1 56184412 56184901 cell1_MACS_peak_1271
4906 chr13 76840702 76841073 cell1_MACS_peak_12710
2876 chr13 77107310 77107837 cell1_MACS_peak_12716
5625 chr13 77634894 77635449 cell1_MACS_peak_12724
7743 chr13 77892898 77893261 cell1_MACS_peak_12728
1810 chr13 77974704 77974988 cell1_MACS_peak_12729
7634 chr1 56279242 56279633 cell1_MACS_peak_1273
5650 chr13 78112544 78113000 cell1_MACS_peak_12731
4728 chr13 78354027 78354506 cell1_MACS_peak_12734
80 chr13 78898052 78898376 cell1_MACS_peak_12739
8529 chr13 79551228 79551755 cell1_MACS_peak_12743
7820 chr13 79664905 79665321 cell1_MACS_peak_12745
4254 chr13 79815791 79816120 cell1_MACS_peak_12750
934 chr13 79894535 79894967 cell1_MACS_peak_12752
8483 chr1 56358842 56359098 cell1_MACS_peak_1276
7807 chr13 80444228 80444730 cell1_MACS_peak_12761
129 chr13 80475380 80475789 cell1_MACS_peak_12763
1825 chr13 81078937 81079392 cell1_MACS_peak_12772
2139 chr13 81223516 81223855 cell1_MACS_peak_12773
9507 chr13 81502342 81502781 cell1_MACS_peak_12774
6860 chr1 56491641 56492138 cell1_MACS_peak_1278
5206 chr13 82438450 82438622 cell1_MACS_peak_12784
2717 chr13 82684517 82684844 cell1_MACS_peak_12786
2055 chr13 82957725 82958099 cell1_MACS_peak_12788
7154 chr1 56530441 56530942 cell1_MACS_peak_1279
2860 chr13 83201217 83201611 cell1_MACS_peak_12790
2398 chr13 83424910 83425258 cell1_MACS_peak_12791
9953 chr13 83609222 83609532 cell1_MACS_peak_12792
4794 chr13 85066241 85066458 cell1_MACS_peak_12800
1484 chr13 85525116 85525638 cell1_MACS_peak_12801
8456 chr13 85568581 85569170 cell1_MACS_peak_12802
9311 chr13 87535212 87535617 cell1_MACS_peak_12816
8957 chr13 87546925 87547321 cell1_MACS_peak_12817
9491 chr1 56624815 56625239 cell1_MACS_peak_1282
5368 chr13 87781715 87782274 cell1_MACS_peak_12822
1617 chr13 88635761 88636090 cell1_MACS_peak_12826
3577 chr13 90551577 90552445 cell1_MACS_peak_12832
6080 chr13 90968979 90969390 cell1_MACS_peak_12837
5912 chr13 91164046 91164555 cell1_MACS_peak_12839
8018 chr13 91246972 91247284 cell1_MACS_peak_12841
7028 chr13 91518828 91519269 cell1_MACS_peak_12843
9499 chr13 91677009 91677303 cell1_MACS_peak_12846
6804 chr13 92827548 92827890 cell1_MACS_peak_12860
8726 chr13 93055007 93055266 cell1_MACS_peak_12862
2334 chr13 93391608 93392112 cell1_MACS_peak_12865
8473 chr13 93479681 93480240 cell1_MACS_peak_12867
4375 chr13 93549155 93549472 cell1_MACS_peak_12869
3961 chr13 93590849 93591180 cell1_MACS_peak_12870
3873 chr13 93876798 93877325 cell1_MACS_peak_12873
1055 chr13 93882631 93883224 cell1_MACS_peak_12875
568 chr13 94381097 94381489 cell1_MACS_peak_12883
3406 chr13 94427844 94428389 cell1_MACS_peak_12886
7118 chr13 94440784 94441129 cell1_MACS_peak_12887
4053 chr13 94618408 94618912 cell1_MACS_peak_12889
2131 chr13 94651982 94652445 cell1_MACS_peak_12891
5892 chr13 94672991 94673517 cell1_MACS_peak_12892
942 chr13 94771652 94772257 cell1_MACS_peak_12893
9746 chr1 56794565 56794989 cell1_MACS_peak_1290
9037 chr13 95624403 95624832 cell1_MACS_peak_12910
2863 chr13 95777303 95777560 cell1_MACS_peak_12913
2676 chr13 95812745 95813358 cell1_MACS_peak_12914
1320 chr13 96212624 96213048 cell1_MACS_peak_12920
9837 chr13 96366525 96367050 cell1_MACS_peak_12922
7763 chr13 97127754 97128294 cell1_MACS_peak_12933
6941 chr13 97555332 97555731 cell1_MACS_peak_12936
8102 chr13 97834320 97834692 cell1_MACS_peak_12941
5654 chr13 97871440 97871981 cell1_MACS_peak_12943
2692 chr13 97891467 97892047 cell1_MACS_peak_12946
8658 chr13 98143794 98144175 cell1_MACS_peak_12961
7671 chr13 98215270 98215700 cell1_MACS_peak_12967
5009 chr1 56890905 56891368 cell1_MACS_peak_1297
2920 chr13 98372055 98372350 cell1_MACS_peak_12970
288 chr13 98670518 98671049 cell1_MACS_peak_12980
6543 chr13 98720708 98721240 cell1_MACS_peak_12983
3893 chr13 98798679 98799089 cell1_MACS_peak_12986
5699 chr13 98990475 98991003 cell1_MACS_peak_12997
6310 chr13 99221732 99222157 cell1_MACS_peak_12999
9705 chr13 99656756 99657050 cell1_MACS_peak_13008
2392 chr13 99798954 99799335 cell1_MACS_peak_13010
4370 chr13 100230355 100230943 cell1_MACS_peak_13014
6198 chr13 100307900 100308249 cell1_MACS_peak_13016
1323 chr13 100481665 100482171 cell1_MACS_peak_13017
6111 chr13 101574790 101575260 cell1_MACS_peak_13039
1697 chr13 102167857 102168343 cell1_MACS_peak_13048
2844 chr1 56959942 56960522 cell1_MACS_peak_1305
3607 chr13 102228741 102229766 cell1_MACS_peak_13050
4658 chr13 102885943 102886282 cell1_MACS_peak_13062
9679 chr13 103652570 103652977 cell1_MACS_peak_13075
253 chr1 56992487 56993057 cell1_MACS_peak_1308
8361 chr13 104006424 104006764 cell1_MACS_peak_13083
8625 chr13 104487502 104487816 cell1_MACS_peak_13089
5693 chr13 106325151 106325625 cell1_MACS_peak_13103
5272 chr13 106451529 106451837 cell1_MACS_peak_13105
9412 chr13 106623742 106624073 cell1_MACS_peak_13107
127 chr13 106716243 106716670 cell1_MACS_peak_13109
493 chr13 106864917 106865358 cell1_MACS_peak_13110
4348 chr13 107088897 107089258 cell1_MACS_peak_13113
4369 chr13 107488719 107489143 cell1_MACS_peak_13116
3327 chr13 107724693 107725125 cell1_MACS_peak_13119
5781 chr13 107936600 107936967 cell1_MACS_peak_13122
4163 chr13 108201309 108201691 cell1_MACS_peak_13129
9253 chr1 57063865 57064209 cell1_MACS_peak_1313
5775 chr13 109909299 109909957 cell1_MACS_peak_13144
3847 chr13 111229073 111229557 cell1_MACS_peak_13172
9977 chr13 111269506 111270156 cell1_MACS_peak_13174
1473 chr13 111281331 111281593 cell1_MACS_peak_13175
234 chr13 111560773 111561327 cell1_MACS_peak_13182
9416 chr13 111565036 111565484 cell1_MACS_peak_13183
4076 chr13 113035274 113035600 cell1_MACS_peak_13197
3044 chr13 113369076 113369622 cell1_MACS_peak_13201
1974 chr13 113411264 113411952 cell1_MACS_peak_13204
9374 chr13 113446307 113446848 cell1_MACS_peak_13205
4750 chr13 113581264 113581684 cell1_MACS_peak_13208
4714 chr13 113606003 113606556 cell1_MACS_peak_13209
7125 chr1 57267002 57267438 cell1_MACS_peak_1321
2208 chr13 113837754 113838689 cell1_MACS_peak_13214
1384 chr13 114973474 114974056 cell1_MACS_peak_13230
311 chr14 20386929 20387505 cell1_MACS_peak_13234
3377 chr14 20755014 20755393 cell1_MACS_peak_13238
9358 chr14 20756214 20756576 cell1_MACS_peak_13239
2510 chr14 21139916 21140655 cell1_MACS_peak_13253
9445 chr1 57297968 57298353 cell1_MACS_peak_1326
2826 chr14 21602803 21603067 cell1_MACS_peak_13264
623 chr14 21850125 21850640 cell1_MACS_peak_13269
3567 chr14 22385663 22386351 cell1_MACS_peak_13279
5826 chr14 23238559 23239172 cell1_MACS_peak_13298
3530 chr14 23250954 23251327 cell1_MACS_peak_13299
8322 chr1 8214700 8215239 cell1_MACS_peak_133
904 chr14 23372313 23373024 cell1_MACS_peak_13302
5757 chr14 23785502 23785821 cell1_MACS_peak_13317
4856 chr14 23926861 23927554 cell1_MACS_peak_13324
1545 chr14 24065741 24066271 cell1_MACS_peak_13329
5405 chr14 24110086 24110688 cell1_MACS_peak_13333
4789 chr14 24299118 24299852 cell1_MACS_peak_13339
818 chr1 57451356 57452178 cell1_MACS_peak_1334
7627 chr14 24555428 24555761 cell1_MACS_peak_13345
8847 chr1 57482856 57483326 cell1_MACS_peak_1335
567 chr14 24704016 24704630 cell1_MACS_peak_13350
8347 chr14 24767928 24768590 cell1_MACS_peak_13354
9388 chr14 24776842 24777853 cell1_MACS_peak_13356
365 chr14 24953136 24953380 cell1_MACS_peak_13360
8681 chr14 25279631 25280214 cell1_MACS_peak_13364
4544 chr14 25285372 25285991 cell1_MACS_peak_13365
8209 chr1 57577791 57578302 cell1_MACS_peak_1337
6070 chr14 25537567 25537937 cell1_MACS_peak_13374
8441 chr14 25913538 25913988 cell1_MACS_peak_13376
2961 chr14 26550208 26550576 cell1_MACS_peak_13384
8878 chr14 27473678 27474010 cell1_MACS_peak_13393
2245 chr14 28005851 28006314 cell1_MACS_peak_13400
9052 chr14 28851914 28852485 cell1_MACS_peak_13408
7039 chr14 29580710 29581272 cell1_MACS_peak_13416
6767 chr1 57745508 57746489 cell1_MACS_peak_1342
9911 chr14 29790820 29791386 cell1_MACS_peak_13424
4628 chr14 30489749 30490367 cell1_MACS_peak_13433
4745 chr14 30692498 30692934 cell1_MACS_peak_13436
4472 chr14 30967479 30967990 cell1_MACS_peak_13442
4411 chr14 31493839 31494697 cell1_MACS_peak_13450
5780 chr14 31559703 31560492 cell1_MACS_peak_13455
2076 chr14 31730864 31732088 cell1_MACS_peak_13457
8301 chr14 31766985 31767615 cell1_MACS_peak_13460
6269 chr14 32324357 32324939 cell1_MACS_peak_13475
1207 chr14 32327949 32328637 cell1_MACS_peak_13476
1168 chr14 32524293 32524796 cell1_MACS_peak_13487
6955 chr14 33016608 33016926 cell1_MACS_peak_13501
1915 chr14 33254779 33255176 cell1_MACS_peak_13506
9423 chr14 33302236 33302776 cell1_MACS_peak_13507
243 chr14 33610931 33611203 cell1_MACS_peak_13512
2317 chr14 33722552 33723155 cell1_MACS_peak_13515
9029 chr14 34026097 34026496 cell1_MACS_peak_13520
2741 chr14 34155344 34155931 cell1_MACS_peak_13521
5212 chr14 34209763 34210089 cell1_MACS_peak_13522
1965 chr1 58067172 58067619 cell1_MACS_peak_1353
9539 chr14 34800785 34802256 cell1_MACS_peak_13539
3355 chr14 34971108 34971754 cell1_MACS_peak_13545
7250 chr1 58138475 58138743 cell1_MACS_peak_1355
1864 chr14 35219837 35220265 cell1_MACS_peak_13551
1054 chr14 35223789 35224923 cell1_MACS_peak_13552
2086 chr14 35661333 35661893 cell1_MACS_peak_13558
6966 chr14 36140168 36140605 cell1_MACS_peak_13573
5095 chr14 36147745 36148272 cell1_MACS_peak_13574
4284 chr14 36346477 36346849 cell1_MACS_peak_13579
5146 chr14 36438457 36438946 cell1_MACS_peak_13581
4784 chr14 36538164 36538690 cell1_MACS_peak_13582
7100 chr14 36836125 36836789 cell1_MACS_peak_13590
9611 chr14 37451098 37451572 cell1_MACS_peak_13598
6081 chr1 8249816 8250439 cell1_MACS_peak_136
6025 chr14 37705347 37705747 cell1_MACS_peak_13604
395 chr14 38166502 38167220 cell1_MACS_peak_13613
84 chr14 38180824 38181801 cell1_MACS_peak_13614
7817 chr14 38318086 38318774 cell1_MACS_peak_13618
5355 chr1 58749151 58749723 cell1_MACS_peak_1362
8649 chr14 38656578 38657028 cell1_MACS_peak_13623
4929 chr14 38673420 38673993 cell1_MACS_peak_13624
3736 chr14 38726672 38727176 cell1_MACS_peak_13626
2488 chr14 38786088 38786535 cell1_MACS_peak_13627
2994 chr14 39347136 39347565 cell1_MACS_peak_13632
5416 chr14 39571365 39572127 cell1_MACS_peak_13638
6743 chr14 39692854 39693699 cell1_MACS_peak_13642
2518 chr14 39771205 39772005 cell1_MACS_peak_13644
7191 chr14 39865677 39866143 cell1_MACS_peak_13645
1253 chr1 58860937 58861372 cell1_MACS_peak_1365
7460 chr14 39954868 39955372 cell1_MACS_peak_13650
4493 chr14 40080750 40081248 cell1_MACS_peak_13652
4065 chr14 40134071 40134642 cell1_MACS_peak_13653
3326 chr14 40511951 40512379 cell1_MACS_peak_13655
8149 chr14 41376555 41377048 cell1_MACS_peak_13668
2820 chr14 41843330 41843820 cell1_MACS_peak_13670
2037 chr14 41991211 41991555 cell1_MACS_peak_13673
8923 chr14 42018526 42018901 cell1_MACS_peak_13674
8729 chr14 43470727 43471169 cell1_MACS_peak_13689
9197 chr14 43527987 43528567 cell1_MACS_peak_13692
5020 chr14 43585578 43586047 cell1_MACS_peak_13693
7873 chr14 43642215 43643197 cell1_MACS_peak_13695
8369 chr14 43669691 43670160 cell1_MACS_peak_13696
3401 chr14 43807875 43808334 cell1_MACS_peak_13697
6173 chr14 44364852 44365529 cell1_MACS_peak_13702
8244 chr14 44822898 44823243 cell1_MACS_peak_13711
3133 chr14 45523612 45523991 cell1_MACS_peak_13720
912 chr14 46371471 46371947 cell1_MACS_peak_13730
9003 chr14 46517449 46518028 cell1_MACS_peak_13732
9222 chr14 46702940 46703389 cell1_MACS_peak_13735
7868 chr14 47041295 47041607 cell1_MACS_peak_13737
7019 chr14 47150440 47150728 cell1_MACS_peak_13739
5295 chr14 48026943 48027396 cell1_MACS_peak_13743
495 chr14 48241792 48242262 cell1_MACS_peak_13748
7900 chr14 48705434 48705806 cell1_MACS_peak_13750
1633 chr14 49519160 49519696 cell1_MACS_peak_13756
7709 chr14 49715749 49716243 cell1_MACS_peak_13759
5570 chr14 49729811 49730244 cell1_MACS_peak_13760
9494 chr14 50188383 50189008 cell1_MACS_peak_13766
7988 chr14 50250092 50250561 cell1_MACS_peak_13768
8867 chr14 50402256 50402619 cell1_MACS_peak_13776
3428 chr14 50453883 50454469 cell1_MACS_peak_13780
6774 chr14 50459623 50460110 cell1_MACS_peak_13781
6797 chr14 50534203 50534939 cell1_MACS_peak_13788
9566 chr14 50591530 50592056 cell1_MACS_peak_13789
6203 chr14 50847056 50847540 cell1_MACS_peak_13793
9045 chr14 51471259 51471762 cell1_MACS_peak_13814
5363 chr14 51471880 51472373 cell1_MACS_peak_13815
8895 chr14 51522517 51522866 cell1_MACS_peak_13816
9489 chr14 51544312 51544683 cell1_MACS_peak_13818
2895 chr14 52304212 52304617 cell1_MACS_peak_13826
4142 chr14 52425450 52425941 cell1_MACS_peak_13830
2106 chr14 52846778 52847356 cell1_MACS_peak_13835
5250 chr14 52924474 52925015 cell1_MACS_peak_13836
2103 chr14 52979930 52980384 cell1_MACS_peak_13837
4682 chr14 53076011 53076383 cell1_MACS_peak_13840
6134 chr14 53288393 53288790 cell1_MACS_peak_13845
4211 chr14 53393682 53394207 cell1_MACS_peak_13848
704 chr14 53531233 53531535 cell1_MACS_peak_13853
2700 chr14 53908288 53908918 cell1_MACS_peak_13860
3214 chr14 53924866 53925507 cell1_MACS_peak_13862
4119 chr14 54224954 54225249 cell1_MACS_peak_13871
3830 chr14 54307194 54307638 cell1_MACS_peak_13874
4847 chr14 54375158 54375550 cell1_MACS_peak_13881
4141 chr14 54409804 54410707 cell1_MACS_peak_13883
3259 chr14 54600472 54601134 cell1_MACS_peak_13888
6204 chr14 54605024 54605832 cell1_MACS_peak_13890
3633 chr14 54779280 54779591 cell1_MACS_peak_13898
685 chr14 54831200 54831744 cell1_MACS_peak_13901
2143 chr14 54840851 54841197 cell1_MACS_peak_13903
8987 chr14 54964744 54965277 cell1_MACS_peak_13909
504 chr14 55051945 55052231 cell1_MACS_peak_13914
1477 chr1 59608742 59609368 cell1_MACS_peak_1392
3831 chr14 55581140 55581692 cell1_MACS_peak_13931
2718 chr14 55847727 55848158 cell1_MACS_peak_13937
7861 chr14 55856074 55856413 cell1_MACS_peak_13939
8823 chr14 56213335 56213703 cell1_MACS_peak_13948
9432 chr14 56985544 56986068 cell1_MACS_peak_13964
3131 chr14 57115131 57115502 cell1_MACS_peak_13971
6990 chr14 57202087 57202387 cell1_MACS_peak_13973
8587 chr14 57231019 57231385 cell1_MACS_peak_13974
8117 chr14 57628215 57628780 cell1_MACS_peak_13979
3525 chr1 59732595 59732885 cell1_MACS_peak_1398
7859 chr14 57928506 57929276 cell1_MACS_peak_13983
9830 chr14 57931088 57931379 cell1_MACS_peak_13984
7579 chr14 58739236 58739754 cell1_MACS_peak_13994
3250 chr1 59778685 59779073 cell1_MACS_peak_1400
5322 chr14 59507936 59508406 cell1_MACS_peak_14002
8087 chr14 59583662 59583965 cell1_MACS_peak_14004
7511 chr14 59628114 59628824 cell1_MACS_peak_14005
4920 chr1 59830117 59830497 cell1_MACS_peak_1402
5432 chr14 60243724 60244322 cell1_MACS_peak_14025
2995 chr14 60312787 60313033 cell1_MACS_peak_14026
4697 chr14 60317207 60317603 cell1_MACS_peak_14027
6320 chr14 60435902 60436339 cell1_MACS_peak_14031
8306 chr1 59965299 59965636 cell1_MACS_peak_1404
6440 chr14 61125605 61126088 cell1_MACS_peak_14041
3674 chr14 61272759 61273283 cell1_MACS_peak_14048
7641 chr1 59966657 59967092 cell1_MACS_peak_1405
5246 chr14 61569334 61570052 cell1_MACS_peak_14054
2415 chr14 61727514 61728043 cell1_MACS_peak_14057
6479 chr14 61865009 61865311 cell1_MACS_peak_14060
9776 chr1 60015563 60015959 cell1_MACS_peak_1408
2659 chr14 63259387 63259703 cell1_MACS_peak_14089
8581 chr14 63447328 63447946 cell1_MACS_peak_14093
6153 chr14 63513241 63513624 cell1_MACS_peak_14094
9310 chr14 63949109 63949578 cell1_MACS_peak_14102
1638 chr14 64248438 64248724 cell1_MACS_peak_14108
2192 chr14 64514726 64515092 cell1_MACS_peak_14112
1977 chr1 60138478 60139030 cell1_MACS_peak_1412
3299 chr14 65058519 65059061 cell1_MACS_peak_14121
6607 chr14 65191111 65191407 cell1_MACS_peak_14127
3649 chr14 65314833 65315342 cell1_MACS_peak_14130
7765 chr1 60213799 60214143 cell1_MACS_peak_1414
3338 chr14 65810722 65810974 cell1_MACS_peak_14145
4660 chr14 66106022 66106287 cell1_MACS_peak_14151
739 chr14 66255487 66256056 cell1_MACS_peak_14154
2219 chr14 66706772 66707220 cell1_MACS_peak_14165
4848 chr1 60443717 60444168 cell1_MACS_peak_1417
1911 chr14 67147955 67148268 cell1_MACS_peak_14174
3751 chr14 67150724 67150991 cell1_MACS_peak_14175
6629 chr14 67837665 67838051 cell1_MACS_peak_14186
5515 chr14 67941018 67941423 cell1_MACS_peak_14189
9104 chr14 68230035 68230637 cell1_MACS_peak_14198
7538 chr14 68393604 68393912 cell1_MACS_peak_14200
6704 chr14 68661842 68662210 cell1_MACS_peak_14206
2978 chr1 60731745 60732191 cell1_MACS_peak_1421
8602 chr14 68907473 68907933 cell1_MACS_peak_14212
3410 chr14 68930390 68930804 cell1_MACS_peak_14213
5269 chr14 68987300 68988199 cell1_MACS_peak_14218
6458 chr14 69065283 69065887 cell1_MACS_peak_14224
2335 chr1 60895807 60896105 cell1_MACS_peak_1423
4787 chr14 69290405 69291180 cell1_MACS_peak_14239
3457 chr14 69351279 69351755 cell1_MACS_peak_14240
6176 chr14 69439184 69439611 cell1_MACS_peak_14243
6409 chr14 69560563 69561044 cell1_MACS_peak_14248
5041 chr1 61160079 61160320 cell1_MACS_peak_1425
4922 chr14 69760024 69760422 cell1_MACS_peak_14250
6297 chr14 69839955 69840391 cell1_MACS_peak_14252
8637 chr14 70049011 70049285 cell1_MACS_peak_14260
